anio,provincia,delito,cantidad
2014,Salta,Lesiones dolosas,11321
2014,Salta,Ley 23.737 (estupefacientes),2592
2014,Salta,Muertes en accidentes viales,218
2014,Salta,Otros delitos contra la integridad sexual,499
2014,Salta,Otros delitos contra la libertad,1549
2014,Salta,Otros delitos contra la propiedad,6753
2014,Salta,Otros delitos contra las personas,128
2014,Salta,Robos (excluye los agravados por el resultado de lesiones y/o muertes),19105
2014,Salta,Robos agravados por el resultado de lesiones y/o muertes,190
2014,Salta,Suicidios (consumados),198
2014,Salta,Tentativas de hurto,425
2014,Salta,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),748
2014,Salta,Tentativas de robo agravado por el resultado de lesiones y/o muertes,4
2014,San Juan,Abusos sexuales con acceso carnal (violaciones),23
2014,San Juan,Amenazas,1648
2014,San Juan,Contravenciones,24063
2014,San Juan,Delitos contra el estado civil,26
2014,San Juan,Delitos contra el honor,6
2014,San Juan,Delitos contra el orden público,457
2014,San Juan,Delitos contra la administración pública,270
2014,San Juan,Delitos contra la fe pública,58
2014,San Juan,Delitos contra la seguridad de la nación,4
2014,San Juan,Delitos contra la seguridad pública,135
2014,San Juan,Delitos contra los poderes públicos y el orden constitucional,60
2014,San Juan,Delitos previstos en otras leyes,420
2014,San Juan,Homicidios culposos por otros hechos,10
2014,San Juan,Homicidios dolosos,17
2014,San Juan,Homicidios dolosos en grado de tentativa,45
2014,San Juan,Hurtos,7554
2014,San Juan,Lesiones culposas en Accidentes Viales,413
2014,San Juan,Lesiones culposas por otros hechos,177
2014,San Juan,Lesiones dolosas,1601
2014,San Juan,Ley 23.737 (estupefacientes),46
2014,San Juan,Muertes en accidentes viales,93
2014,San Juan,Otros delitos contra la integridad sexual,208
2014,San Juan,Otros delitos contra la libertad,4
2014,San Juan,Otros delitos contra la propiedad,1049
2014,San Juan,Otros delitos contra las personas,367
2014,San Juan,Robos (excluye los agravados por el resultado de lesiones y/o muertes),6662
2014,San Juan,Robos agravados por el resultado de lesiones y/o muertes,608
2014,San Juan,Suicidios (consumados),112
2014,San Juan,Tentativas de hurto,244
2014,San Juan,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),384
2014,San Juan,Tentativas de robo agravado por el resultado de lesiones y/o muertes,68
2014,San Luis,Abusos sexuales con acceso carnal (violaciones),47
2014,San Luis,Amenazas,2600
2014,San Luis,Contravenciones,9
2014,San Luis,Delitos contra el estado civil,12
2014,San Luis,Delitos contra el honor,1
2014,San Luis,Delitos contra el orden público,23
2014,San Luis,Delitos contra la administración pública,601
2014,San Luis,Delitos contra la fe pública,19
2014,San Luis,Delitos contra la seguridad de la nación,0
2014,San Luis,Delitos contra la seguridad pública,42
2014,San Luis,Delitos contra los poderes públicos y el orden constitucional,1
2014,San Luis,Delitos previstos en otras leyes,386
2014,San Luis,Homicidios culposos por otros hechos,14
2014,San Luis,Homicidios dolosos,22
2014,San Luis,Homicidios dolosos en grado de tentativa,32
2014,San Luis,Hurtos,1675
2014,San Luis,Lesiones culposas en Accidentes Viales,1660
2014,San Luis,Lesiones culposas por otros hechos,0
2014,San Luis,Lesiones dolosas,2386
2014,San Luis,Ley 23.737 (estupefacientes),387
2014,San Luis,Muertes en accidentes viales,69
2014,San Luis,Otros delitos contra la integridad sexual,151
2014,San Luis,Otros delitos contra la libertad,212
2014,San Luis,Otros delitos contra la propiedad,1449
2014,San Luis,Otros delitos contra las personas,109
2014,San Luis,Robos (excluye los agravados por el resultado de lesiones y/o muertes),3307
2014,San Luis,Robos agravados por el resultado de lesiones y/o muertes,1
2014,San Luis,Suicidios (consumados),38
2014,San Luis,Tentativas de hurto,101
2014,San Luis,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),116
2014,San Luis,Tentativas de robo agravado por el resultado de lesiones y/o muertes,2
2014,Santa Cruz,Abusos sexuales con acceso carnal (violaciones),7
2014,Santa Cruz,Amenazas,2154
2014,Santa Cruz,Contravenciones,18
2014,Santa Cruz,Delitos contra el estado civil,0
2014,Santa Cruz,Delitos contra el honor,0
2014,Santa Cruz,Delitos contra el orden público,10
2014,Santa Cruz,Delitos contra la administración pública,687
2014,Santa Cruz,Delitos contra la fe pública,19
2014,Santa Cruz,Delitos contra la seguridad de la nación,0
2014,Santa Cruz,Delitos contra la seguridad pública,286
2014,Santa Cruz,Delitos contra los poderes públicos y el orden constitucional,0
2014,Santa Cruz,Delitos previstos en otras leyes,315
2014,Santa Cruz,Homicidios culposos por otros hechos,0
2014,Santa Cruz,Homicidios dolosos,10
2014,Santa Cruz,Homicidios dolosos en grado de tentativa,30
2014,Santa Cruz,Hurtos,2083
2014,Santa Cruz,Lesiones culposas en Accidentes Viales,232
2014,Santa Cruz,Lesiones culposas por otros hechos,0
2014,Santa Cruz,Lesiones dolosas,1978
2014,Santa Cruz,Ley 23.737 (estupefacientes),76
2014,Santa Cruz,Muertes en accidentes viales,39
2014,Santa Cruz,Otros delitos contra la integridad sexual,76
2014,Santa Cruz,Otros delitos contra la libertad,133
2014,Santa Cruz,Otros delitos contra la propiedad,1931
2014,Santa Cruz,Otros delitos contra las personas,98
2014,Santa Cruz,Robos (excluye los agravados por el resultado de lesiones y/o muertes),2427
2014,Santa Cruz,Robos agravados por el resultado de lesiones y/o muertes,0
2014,Santa Cruz,Suicidios (consumados),29
2014,Santa Cruz,Tentativas de hurto,97
2014,Santa Cruz,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),264
2014,Santa Cruz,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2014,Santa Fe,Abusos sexuales con acceso carnal (violaciones),246
2014,Santa Fe,Amenazas,17056
2014,Santa Fe,Contravenciones,9238
2014,Santa Fe,Delitos contra el estado civil,25
2014,Santa Fe,Delitos contra el honor,51
2014,Santa Fe,Delitos contra el orden público,206
2014,Santa Fe,Delitos contra la administración pública,1252
2014,Santa Fe,Delitos contra la fe pública,66
2014,Santa Fe,Delitos contra la seguridad de la nación,25
2014,Santa Fe,Delitos contra la seguridad pública,1061
2014,Santa Fe,Delitos contra los poderes públicos y el orden constitucional,44
2014,Santa Fe,Delitos previstos en otras leyes,1384
2014,Santa Fe,Homicidios culposos por otros hechos,35
2014,Santa Fe,Homicidios dolosos,438
2014,Santa Fe,Homicidios dolosos en grado de tentativa,154
2014,Santa Fe,Hurtos,12458
2014,Santa Fe,Lesiones culposas en Accidentes Viales,15149
2014,Santa Fe,Lesiones culposas por otros hechos,658
2014,Santa Fe,Lesiones dolosas,12252
2014,Santa Fe,Ley 23.737 (estupefacientes),382
2014,Santa Fe,Muertes en accidentes viales,422
2014,Santa Fe,Otros delitos contra la integridad sexual,628
2014,Santa Fe,Otros delitos contra la libertad,927
2014,Santa Fe,Otros delitos contra la propiedad,7119
2014,Santa Fe,Otros delitos contra las personas,1731
2014,Santa Fe,Robos (excluye los agravados por el resultado de lesiones y/o muertes),46175
2014,Santa Fe,Robos agravados por el resultado de lesiones y/o muertes,826
2014,Santa Fe,Suicidios (consumados),330
2014,Santa Fe,Tentativas de hurto,1928
2014,Santa Fe,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),2711
2014,Santa Fe,Tentativas de robo agravado por el resultado de lesiones y/o muertes,226
2014,Santiago del Estero,Abusos sexuales con acceso carnal (violaciones),224
2014,Santiago del Estero,Amenazas,2690
2014,Santiago del Estero,Contravenciones,222
2014,Santiago del Estero,Delitos contra el estado civil,1
2014,Santiago del Estero,Delitos contra el honor,5
2014,Santiago del Estero,Delitos contra el orden público,16
2014,Santiago del Estero,Delitos contra la administración pública,144
2014,Santiago del Estero,Delitos contra la fe pública,17
2014,Santiago del Estero,Delitos contra la seguridad de la nación,0
2014,Santiago del Estero,Delitos contra la seguridad pública,63
2014,Santiago del Estero,Delitos contra los poderes públicos y el orden constitucional,116
2014,Santiago del Estero,Delitos previstos en otras leyes,270
2014,Santiago del Estero,Homicidios culposos por otros hechos,17
2014,Santiago del Estero,Homicidios dolosos,20
2014,Santiago del Estero,Homicidios dolosos en grado de tentativa,55
2014,Santiago del Estero,Hurtos,3068
2014,Santiago del Estero,Lesiones culposas en Accidentes Viales,287
2014,Santiago del Estero,Lesiones culposas por otros hechos,24
2014,Santiago del Estero,Lesiones dolosas,3866
2014,Santiago del Estero,Ley 23.737 (estupefacientes),132
2014,Santiago del Estero,Muertes en accidentes viales,87
2014,Santiago del Estero,Otros delitos contra la integridad sexual,200
2014,Santiago del Estero,Otros delitos contra la libertad,116
2014,Santiago del Estero,Otros delitos contra la propiedad,1064
2014,Santiago del Estero,Otros delitos contra las personas,204
2014,Santiago del Estero,Robos (excluye los agravados por el resultado de lesiones y/o muertes),2617
2014,Santiago del Estero,Robos agravados por el resultado de lesiones y/o muertes,77
2014,Santiago del Estero,Suicidios (consumados),34
2014,Santiago del Estero,Tentativas de hurto,144
2014,Santiago del Estero,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),172
2014,Santiago del Estero,Tentativas de robo agravado por el resultado de lesiones y/o muertes,8
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Abusos sexuales con acceso carnal (violaciones),21
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Amenazas,972
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Contravenciones,2416
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra el estado civil,0
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra el honor,0
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra el orden público,11
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra la administración pública,16
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra la fe pública,5
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra la seguridad de la nación,0
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra la seguridad pública,22
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra los poderes públicos y el orden constitucional,0
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos previstos en otras leyes,271
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Homicidios culposos por otros hechos,1
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Homicidios dolosos,6
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Homicidios dolosos en grado de tentativa,4
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Hurtos,917
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Lesiones culposas en Accidentes Viales,128
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Lesiones culposas por otros hechos,5
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Lesiones dolosas,772
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ley 23.737 (estupefacientes),30
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Muertes en accidentes viales,9
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Otros delitos contra la integridad sexual,20
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Otros delitos contra la libertad,13
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Otros delitos contra la propiedad,1044
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Otros delitos contra las personas,348
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Robos (excluye los agravados por el resultado de lesiones y/o muertes),813
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Robos agravados por el resultado de lesiones y/o muertes,4
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Suicidios (consumados),12
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tentativas de hurto,78
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),166
2014,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tentativas de robo agravado por el resultado de lesiones y/o muertes,1
2014,Tucumán,Abusos sexuales con acceso carnal (violaciones),129
2014,Tucumán,Amenazas,11965
2014,Tucumán,Contravenciones,3356
2014,Tucumán,Delitos contra el estado civil,1
2014,Tucumán,Delitos contra el honor,16
2014,Tucumán,Delitos contra el orden público,55
2014,Tucumán,Delitos contra la administración pública,13
2014,Tucumán,Delitos contra la fe pública,9
2014,Tucumán,Delitos contra la seguridad de la nación,1
2014,Tucumán,Delitos contra la seguridad pública,28
2014,Tucumán,Delitos contra los poderes públicos y el orden constitucional,58
2014,Tucumán,Delitos previstos en otras leyes,384
2014,Tucumán,Homicidios culposos por otros hechos,334
2014,Tucumán,Homicidios dolosos,111
2014,Tucumán,Homicidios dolosos en grado de tentativa,186
2014,Tucumán,Hurtos,5427
2014,Tucumán,Lesiones culposas en Accidentes Viales,2340
2014,Tucumán,Lesiones culposas por otros hechos,911
2014,Tucumán,Lesiones dolosas,8217
2014,Tucumán,Ley 23.737 (estupefacientes),167
2014,Tucumán,Muertes en accidentes viales,225
2014,Tucumán,Otros delitos contra la integridad sexual,213
2014,Tucumán,Otros delitos contra la libertad,20
2014,Tucumán,Otros delitos contra la propiedad,1854
2014,Tucumán,Otros delitos contra las personas,5884
2014,Tucumán,Robos (excluye los agravados por el resultado de lesiones y/o muertes),14523
2014,Tucumán,Robos agravados por el resultado de lesiones y/o muertes,876
2014,Tucumán,Suicidios (consumados),137
2014,Tucumán,Tentativas de hurto,361
2014,Tucumán,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),877
2014,Tucumán,Tentativas de robo agravado por el resultado de lesiones y/o muertes,77
2015,Buenos Aires,Abusos sexuales con acceso carnal (violaciones),669
2015,Buenos Aires,Amenazas,59629
2015,Buenos Aires,Contravenciones,9880
2015,Buenos Aires,Delitos contra el estado civil,0
2015,Buenos Aires,Delitos contra el honor,1
2015,Buenos Aires,Delitos contra el orden público,9738
2015,Buenos Aires,Delitos contra la administración pública,12493
2015,Buenos Aires,Delitos contra la fe pública,4690
2015,Buenos Aires,Delitos contra la seguridad de la nación,0
2015,Buenos Aires,Delitos contra la seguridad pública,1553
2015,Buenos Aires,Delitos contra los poderes públicos y el orden constitucional,0
2015,Buenos Aires,Delitos previstos en otras leyes,5234
2015,Buenos Aires,Homicidios culposos por otros hechos,487
2015,Buenos Aires,Homicidios dolosos,1209
2015,Buenos Aires,Homicidios dolosos en grado de tentativa,724
2015,Buenos Aires,Hurtos,52057
2015,Buenos Aires,Lesiones culposas en Accidentes Viales,27959
2015,Buenos Aires,Lesiones culposas por otros hechos,9799
2015,Buenos Aires,Lesiones dolosas,57370
2015,Buenos Aires,Ley 23.737 (estupefacientes),14822
2015,Buenos Aires,Muertes en accidentes viales,711
2015,Buenos Aires,Otros delitos contra la integridad sexual,4076
2015,Buenos Aires,Otros delitos contra la libertad,1506
2015,Buenos Aires,Otros delitos contra la propiedad,23030
2015,Buenos Aires,Otros delitos contra las personas,2800
2015,Buenos Aires,Robos (excluye los agravados por el resultado de lesiones y/o muertes),80881
2015,Buenos Aires,Robos agravados por el resultado de lesiones y/o muertes,822
2015,Buenos Aires,Suicidios (consumados),812
2015,Buenos Aires,Tentativas de hurto,3254
2015,Buenos Aires,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),9733
2015,Buenos Aires,Tentativas de robo agravado por el resultado de lesiones y/o muertes,325
2015,Catamarca,Abusos sexuales con acceso carnal (violaciones),14
2015,Catamarca,Amenazas,5363
2015,Catamarca,Contravenciones,1858
2015,Catamarca,Delitos contra el estado civil,0
2015,Catamarca,Delitos contra el honor,12
2015,Catamarca,Delitos contra el orden público,14
2015,Catamarca,Delitos contra la administración pública,297
2015,Catamarca,Delitos contra la fe pública,68
2015,Catamarca,Delitos contra la seguridad de la nación,10
2015,Catamarca,Delitos contra la seguridad pública,11
2015,Catamarca,Delitos contra los poderes públicos y el orden constitucional,0
2015,Catamarca,Delitos previstos en otras leyes,635
2015,Catamarca,Homicidios culposos por otros hechos,4
2015,Catamarca,Homicidios dolosos,7
2015,Catamarca,Homicidios dolosos en grado de tentativa,2
2015,Catamarca,Hurtos,4175
2015,Catamarca,Lesiones culposas en Accidentes Viales,2627
2015,Catamarca,Lesiones culposas por otros hechos,39
2015,Catamarca,Lesiones dolosas,4887
2015,Catamarca,Ley 23.737 (estupefacientes),40
2015,Catamarca,Muertes en accidentes viales,38
2015,Catamarca,Otros delitos contra la integridad sexual,360
2015,Catamarca,Otros delitos contra la libertad,159
2015,Catamarca,Otros delitos contra la propiedad,2925
2015,Catamarca,Otros delitos contra las personas,992
2015,Catamarca,Robos (excluye los agravados por el resultado de lesiones y/o muertes),5629
2015,Catamarca,Robos agravados por el resultado de lesiones y/o muertes,1
2015,Catamarca,Suicidios (consumados),42
2015,Catamarca,Tentativas de hurto,203
2015,Catamarca,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),635
2015,Catamarca,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2015,Chaco,Abusos sexuales con acceso carnal (violaciones),145
2015,Chaco,Amenazas,2412
2015,Chaco,Contravenciones,3359
2015,Chaco,Delitos contra el estado civil,2
2015,Chaco,Delitos contra el honor,0
2015,Chaco,Delitos contra el orden público,1
2015,Chaco,Delitos contra la administración pública,626
2015,Chaco,Delitos contra la fe pública,93
2015,Chaco,Delitos contra la seguridad de la nación,0
2015,Chaco,Delitos contra la seguridad pública,336
2015,Chaco,Delitos contra los poderes públicos y el orden constitucional,6
2015,Chaco,Delitos previstos en otras leyes,810
2015,Chaco,Homicidios culposos por otros hechos,67
2015,Chaco,Homicidios dolosos,63
2015,Chaco,Homicidios dolosos en grado de tentativa,33
2015,Chaco,Hurtos,7197
2015,Chaco,Lesiones culposas en Accidentes Viales,942
2015,Chaco,Lesiones culposas por otros hechos,27
2015,Chaco,Lesiones dolosas,2402
2015,Chaco,Ley 23.737 (estupefacientes),694
2015,Chaco,Muertes en accidentes viales,159
2015,Chaco,Otros delitos contra la integridad sexual,213
2015,Chaco,Otros delitos contra la libertad,48
2015,Chaco,Otros delitos contra la propiedad,1658
2015,Chaco,Otros delitos contra las personas,390
2015,Chaco,Robos (excluye los agravados por el resultado de lesiones y/o muertes),5755
2015,Chaco,Robos agravados por el resultado de lesiones y/o muertes,0
2015,Chaco,Suicidios (consumados),69
2015,Chaco,Tentativas de hurto,304
2015,Chaco,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),582
2015,Chaco,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2015,Chubut,Abusos sexuales con acceso carnal (violaciones),60
2015,Chubut,Amenazas,2706
2015,Chubut,Contravenciones,235
2015,Chubut,Delitos contra el estado civil,2
2015,Chubut,Delitos contra el honor,4
2015,Chubut,Delitos contra el orden público,48
2015,Chubut,Delitos contra la administración pública,544
2015,Chubut,Delitos contra la fe pública,27
2015,Chubut,Delitos contra la seguridad de la nación,5
2015,Chubut,Delitos contra la seguridad pública,180
2015,Chubut,Delitos contra los poderes públicos y el orden constitucional,6
2015,Chubut,Delitos previstos en otras leyes,285
2015,Chubut,Homicidios culposos por otros hechos,7
2015,Chubut,Homicidios dolosos,36
2015,Chubut,Homicidios dolosos en grado de tentativa,32
2015,Chubut,Hurtos,2718
2015,Chubut,Lesiones culposas en Accidentes Viales,337
2015,Chubut,Lesiones culposas por otros hechos,47
2015,Chubut,Lesiones dolosas,1669
2015,Chubut,Ley 23.737 (estupefacientes),112
2015,Chubut,Muertes en accidentes viales,42
2015,Chubut,Otros delitos contra la integridad sexual,144
2015,Chubut,Otros delitos contra la libertad,198
2015,Chubut,Otros delitos contra la propiedad,2263
2015,Chubut,Otros delitos contra las personas,1300
2015,Chubut,Robos (excluye los agravados por el resultado de lesiones y/o muertes),4959
2015,Chubut,Robos agravados por el resultado de lesiones y/o muertes,50
2015,Chubut,Suicidios (consumados),54
2015,Chubut,Tentativas de hurto,323
2015,Chubut,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),543
2015,Chubut,Tentativas de robo agravado por el resultado de lesiones y/o muertes,12
2015,Ciudad Autónoma de Buenos Aires,Abusos sexuales con acceso carnal (violaciones),273
2015,Ciudad Autónoma de Buenos Aires,Amenazas,10761
2015,Ciudad Autónoma de Buenos Aires,Contravenciones,0
2015,Ciudad Autónoma de Buenos Aires,Delitos contra el estado civil,3
2015,Ciudad Autónoma de Buenos Aires,Delitos contra el honor,0
2015,Ciudad Autónoma de Buenos Aires,Delitos contra el orden público,777
2015,Ciudad Autónoma de Buenos Aires,Delitos contra la administración pública,3065
2015,Ciudad Autónoma de Buenos Aires,Delitos contra la fe pública,452
2015,Ciudad Autónoma de Buenos Aires,Delitos contra la seguridad de la nación,0
2015,Ciudad Autónoma de Buenos Aires,Delitos contra la seguridad pública,658
2015,Ciudad Autónoma de Buenos Aires,Delitos contra los poderes públicos y el orden constitucional,1
2015,Ciudad Autónoma de Buenos Aires,Delitos previstos en otras leyes,2084
2015,Ciudad Autónoma de Buenos Aires,Homicidios culposos por otros hechos,21
2015,Ciudad Autónoma de Buenos Aires,Homicidios dolosos,156
2015,Ciudad Autónoma de Buenos Aires,Homicidios dolosos en grado de tentativa,43
2015,Ciudad Autónoma de Buenos Aires,Hurtos,42410
2015,Ciudad Autónoma de Buenos Aires,Lesiones culposas en Accidentes Viales,9675
2015,Ciudad Autónoma de Buenos Aires,Lesiones culposas por otros hechos,1767
2015,Ciudad Autónoma de Buenos Aires,Lesiones dolosas,17974
2015,Ciudad Autónoma de Buenos Aires,Ley 23.737 (estupefacientes),7140
2015,Ciudad Autónoma de Buenos Aires,Muertes en accidentes viales,93
2015,Ciudad Autónoma de Buenos Aires,Otros delitos contra la integridad sexual,681
2015,Ciudad Autónoma de Buenos Aires,Otros delitos contra la libertad,1859
2015,Ciudad Autónoma de Buenos Aires,Otros delitos contra la propiedad,6222
2015,Ciudad Autónoma de Buenos Aires,Otros delitos contra las personas,544
2015,Ciudad Autónoma de Buenos Aires,Robos (excluye los agravados por el resultado de lesiones y/o muertes),62909
2015,Ciudad Autónoma de Buenos Aires,Robos agravados por el resultado de lesiones y/o muertes,133
2015,Ciudad Autónoma de Buenos Aires,Suicidios (consumados),166
2015,Ciudad Autónoma de Buenos Aires,Tentativas de hurto,775
2015,Ciudad Autónoma de Buenos Aires,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),4511
2015,Ciudad Autónoma de Buenos Aires,Tentativas de robo agravado por el resultado de lesiones y/o muertes,24
2015,Corrientes,Abusos sexuales con acceso carnal (violaciones),123
2015,Corrientes,Amenazas,3354
2015,Corrientes,Contravenciones,102
2015,Corrientes,Delitos contra el estado civil,2
2015,Corrientes,Delitos contra el honor,0
2015,Corrientes,Delitos contra el orden público,4
2015,Corrientes,Delitos contra la administración pública,276
2015,Corrientes,Delitos contra la fe pública,47
2015,Corrientes,Delitos contra la seguridad de la nación,1
2015,Corrientes,Delitos contra la seguridad pública,104
2015,Corrientes,Delitos contra los poderes públicos y el orden constitucional,0
2015,Corrientes,Delitos previstos en otras leyes,3201
2015,Corrientes,Homicidios culposos por otros hechos,5
2015,Corrientes,Homicidios dolosos,31
2015,Corrientes,Homicidios dolosos en grado de tentativa,55
2015,Corrientes,Hurtos,2959
2015,Corrientes,Lesiones culposas en Accidentes Viales,860
2015,Corrientes,Lesiones culposas por otros hechos,33
2015,Corrientes,Lesiones dolosas,2782
2015,Corrientes,Ley 23.737 (estupefacientes),150
2015,Corrientes,Muertes en accidentes viales,86
2015,Corrientes,Otros delitos contra la integridad sexual,242
2015,Corrientes,Otros delitos contra la libertad,298
2015,Corrientes,Otros delitos contra la propiedad,3006
2015,Corrientes,Otros delitos contra las personas,269
2015,Corrientes,Robos (excluye los agravados por el resultado de lesiones y/o muertes),5517
2015,Corrientes,Robos agravados por el resultado de lesiones y/o muertes,1
2015,Corrientes,Suicidios (consumados),76
2015,Corrientes,Tentativas de hurto,102
2015,Corrientes,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),440
2015,Corrientes,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2015,Córdoba,Abusos sexuales con acceso carnal (violaciones),259
2015,Córdoba,Amenazas,13656
2015,Córdoba,Contravenciones,17723
2015,Córdoba,Delitos contra el estado civil,2
2015,Córdoba,Delitos contra el honor,63
2015,Córdoba,Delitos contra el orden público,83
2015,Córdoba,Delitos contra la administración pública,3353
2015,Córdoba,Delitos contra la fe pública,239
2015,Córdoba,Delitos contra la seguridad de la nación,18
2015,Córdoba,Delitos contra la seguridad pública,137
2015,Córdoba,Delitos contra los poderes públicos y el orden constitucional,5
2015,Córdoba,Delitos previstos en otras leyes,2045
2015,Córdoba,Homicidios culposos por otros hechos,26
2015,Córdoba,Homicidios dolosos,128
2015,Córdoba,Homicidios dolosos en grado de tentativa,25
2015,Córdoba,Hurtos,24762
2015,Córdoba,Lesiones culposas en Accidentes Viales,8013
2015,Córdoba,Lesiones culposas por otros hechos,1048
2015,Córdoba,Lesiones dolosas,9451
2015,Córdoba,Ley 23.737 (estupefacientes),532
2015,Córdoba,Muertes en accidentes viales,322
2015,Córdoba,Otros delitos contra la integridad sexual,1608
2015,Córdoba,Otros delitos contra la libertad,994
2015,Córdoba,Otros delitos contra la propiedad,11058
2015,Córdoba,Otros delitos contra las personas,22709
2015,Córdoba,Robos (excluye los agravados por el resultado de lesiones y/o muertes),63826
2015,Córdoba,Robos agravados por el resultado de lesiones y/o muertes,80
2015,Córdoba,Suicidios (consumados),278
2015,Córdoba,Tentativas de hurto,560
2015,Córdoba,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),1844
2015,Córdoba,Tentativas de robo agravado por el resultado de lesiones y/o muertes,73
2015,Entre Ríos,Abusos sexuales con acceso carnal (violaciones),44
2015,Entre Ríos,Amenazas,3503
2015,Entre Ríos,Contravenciones,7977
2015,Entre Ríos,Delitos contra el estado civil,0
2015,Entre Ríos,Delitos contra el honor,45
2015,Entre Ríos,Delitos contra el orden público,13
2015,Entre Ríos,Delitos contra la administración pública,440
2015,Entre Ríos,Delitos contra la fe pública,48
2015,Entre Ríos,Delitos contra la seguridad de la nación,0
2015,Entre Ríos,Delitos contra la seguridad pública,205
2015,Entre Ríos,Delitos contra los poderes públicos y el orden constitucional,0
2015,Entre Ríos,Delitos previstos en otras leyes,5299
2015,Entre Ríos,Homicidios culposos por otros hechos,5
2015,Entre Ríos,Homicidios dolosos,63
2015,Entre Ríos,Homicidios dolosos en grado de tentativa,77
2015,Entre Ríos,Hurtos,5421
2015,Entre Ríos,Lesiones culposas en Accidentes Viales,2766
2015,Entre Ríos,Lesiones culposas por otros hechos,50
2015,Entre Ríos,Lesiones dolosas,2618
2015,Entre Ríos,Ley 23.737 (estupefacientes),544
2015,Entre Ríos,Muertes en accidentes viales,187
2015,Entre Ríos,Otros delitos contra la integridad sexual,115
2015,Entre Ríos,Otros delitos contra la libertad,145
2015,Entre Ríos,Otros delitos contra la propiedad,3663
2015,Entre Ríos,Otros delitos contra las personas,4928
2015,Entre Ríos,Robos (excluye los agravados por el resultado de lesiones y/o muertes),6681
2015,Entre Ríos,Robos agravados por el resultado de lesiones y/o muertes,0
2015,Entre Ríos,Suicidios (consumados),154
2015,Entre Ríos,Tentativas de hurto,173
2015,Entre Ríos,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),344
2015,Entre Ríos,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2015,Formosa,Abusos sexuales con acceso carnal (violaciones),42
2015,Formosa,Amenazas,2237
2015,Formosa,Contravenciones,400
2015,Formosa,Delitos contra el estado civil,0
2015,Formosa,Delitos contra el honor,0
2015,Formosa,Delitos contra el orden público,69
